"ee.Taxon","Definition.x","Definition.y","N"
"mouse","fluorine molecular entity","gastrointestinal system disease",1
"mouse","sulfur molecular entity","hepatobiliary system cancer",1
"mouse","sulfur molecular entity","endocrine gland cancer",1
"mouse","sulfur molecular entity","hepatobiliary disease",1
"mouse","sulfur molecular entity","liver cancer",1
"mouse","sulfur molecular entity","liver disease",1
"mouse","sulfur molecular entity","liver carcinoma",1
"mouse","oxoacid derivative","hepatobiliary system cancer",1
"mouse","oxoacid derivative","endocrine gland cancer",1
"mouse","oxoacid derivative","endocrine system disease",1
"mouse","oxoacid derivative","hepatobiliary disease",1
"mouse","oxoacid derivative","liver cancer",1
"mouse","oxoacid derivative","liver disease",1
"mouse","oxoacid derivative","liver carcinoma",1
"mouse","organosulfur compound","cell type cancer",1
"mouse","organosulfur compound","hepatobiliary system cancer",1
"mouse","organosulfur compound","endocrine gland cancer",1
"mouse","organosulfur compound","carcinoma",1
"mouse","organosulfur compound","hepatobiliary disease",1
"mouse","organosulfur compound","gastrointestinal system cancer",1
"mouse","organosulfur compound","liver cancer",1
"mouse","organosulfur compound","liver disease",1
"mouse","organosulfur compound","liver carcinoma",1
"mouse","sulfur oxoacid derivative","hepatobiliary system cancer",1
"mouse","sulfur oxoacid derivative","endocrine gland cancer",1
"mouse","sulfur oxoacid derivative","endocrine system disease",1
"mouse","sulfur oxoacid derivative","hepatobiliary disease",1
"mouse","sulfur oxoacid derivative","liver cancer",1
"mouse","sulfur oxoacid derivative","liver disease",1
"mouse","sulfur oxoacid derivative","liver carcinoma",1
"mouse","organosulfonic acid","organ system cancer",1
"mouse","organosulfonic acid","cell type cancer",1
"mouse","organosulfonic acid","hepatobiliary system cancer",1
"mouse","organosulfonic acid","disease of cellular proliferation",1
"mouse","organosulfonic acid","cancer",1
"mouse","organosulfonic acid","endocrine gland cancer",1
"mouse","organosulfonic acid","endocrine system disease",1
"mouse","organosulfonic acid","carcinoma",1
"mouse","organosulfonic acid","hepatobiliary disease",1
"mouse","organosulfonic acid","gastrointestinal system cancer",1
"mouse","organosulfonic acid","liver cancer",1
"mouse","organosulfonic acid","liver disease",1
"mouse","organosulfonic acid","liver carcinoma",1
"mouse","sulfonic acid derivative","cell type cancer",1
"mouse","sulfonic acid derivative","hepatobiliary system cancer",1
"mouse","sulfonic acid derivative","endocrine gland cancer",1
"mouse","sulfonic acid derivative","endocrine system disease",1
"mouse","sulfonic acid derivative","carcinoma",1
"mouse","sulfonic acid derivative","hepatobiliary disease",1
"mouse","sulfonic acid derivative","gastrointestinal system cancer",1
"mouse","sulfonic acid derivative","liver cancer",1
"mouse","sulfonic acid derivative","liver disease",1
"mouse","sulfonic acid derivative","liver carcinoma",1
"mouse","organofluorine compound","hepatobiliary system cancer",1
"mouse","organofluorine compound","hepatobiliary disease",1
"mouse","organofluorine compound","gastrointestinal system cancer",1
"mouse","organofluorine compound","liver cancer",1
"mouse","organofluorine compound","liver disease",1
"mouse","organofluorine compound","liver carcinoma",1
"mouse","organofluorine compound","gastrointestinal system disease",1
"mouse","perfluorooctane-1-sulfonic acid","organ system cancer",1
"mouse","perfluorooctane-1-sulfonic acid","cell type cancer",1
"mouse","perfluorooctane-1-sulfonic acid","hepatobiliary system cancer",1
"mouse","perfluorooctane-1-sulfonic acid","disease of cellular proliferation",1
"mouse","perfluorooctane-1-sulfonic acid","cancer",1
"mouse","perfluorooctane-1-sulfonic acid","endocrine gland cancer",1
"mouse","perfluorooctane-1-sulfonic acid","endocrine system disease",1
"mouse","perfluorooctane-1-sulfonic acid","carcinoma",1
"mouse","perfluorooctane-1-sulfonic acid","hepatobiliary disease",1
"mouse","perfluorooctane-1-sulfonic acid","gastrointestinal system cancer",1
"mouse","perfluorooctane-1-sulfonic acid","liver cancer",1
"mouse","perfluorooctane-1-sulfonic acid","disease",1
"mouse","perfluorooctane-1-sulfonic acid","liver disease",1
"mouse","perfluorooctane-1-sulfonic acid","liver carcinoma",1
"mouse","perfluorooctane-1-sulfonic acid","disease of anatomical entity",1
"mouse","perfluorooctane-1-sulfonic acid","gastrointestinal system disease",1
"mouse","organic acid","hepatobiliary system cancer",1
"mouse","organic acid","endocrine gland cancer",1
"mouse","organic acid","hepatobiliary disease",1
"mouse","organic acid","liver cancer",1
"mouse","organic acid","liver disease",1
"mouse","organic acid","liver carcinoma",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","organ system cancer",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","cell type cancer",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","musculoskeletal system cancer",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","spinal disease",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","bone disease",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","brain cancer",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","disease of cellular proliferation",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","cancer",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","musculoskeletal system disease",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","bone cancer",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","connective tissue cancer",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","glioblastoma multiforme",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","astrocytoma",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","malignant glioma",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","nervous system cancer",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","central nervous system disease",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","central nervous system cancer",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","disease",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","connective tissue disease",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","disease of anatomical entity",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","nervous system disease",1
"human","EC 2.7.11.30 (receptor protein serine/threonine kinase) inhibitor","brain disease",1
"human","enzyme inhibitor","musculoskeletal system cancer",1
"human","enzyme inhibitor","spinal disease",1
"human","enzyme inhibitor","bone disease",1
"human","enzyme inhibitor","brain cancer",1
"human","enzyme inhibitor","musculoskeletal system disease",1
"human","enzyme inhibitor","bone cancer",1
"human","enzyme inhibitor","connective tissue cancer",1
"human","enzyme inhibitor","glioblastoma multiforme",1
"human","enzyme inhibitor","astrocytoma",1
"human","enzyme inhibitor","malignant glioma",1
"human","enzyme inhibitor","central nervous system cancer",1
"human","enzyme inhibitor","connective tissue disease",1
"human","enzyme inhibitor","brain disease",1
"human","biological role","musculoskeletal system cancer",1
"human","biological role","spinal disease",1
"human","biological role","bone disease",1
"human","biological role","bone cancer",1
"human","biological role","connective tissue cancer",1
"human","biological role","glioblastoma multiforme",1
"human","biological role","astrocytoma",1
"human","biological role","malignant glioma",1
"human","inhibitor","musculoskeletal system cancer",1
"human","inhibitor","spinal disease",1
"human","inhibitor","bone disease",1
"human","inhibitor","musculoskeletal system disease",1
"human","inhibitor","bone cancer",1
"human","inhibitor","connective tissue cancer",1
"human","inhibitor","glioblastoma multiforme",1
"human","inhibitor","astrocytoma",1
"human","inhibitor","malignant glioma",1
"human","inhibitor","connective tissue disease",1
"human","protein kinase inhibitor","musculoskeletal system cancer",1
"human","protein kinase inhibitor","spinal disease",1
"human","protein kinase inhibitor","bone disease",1
"human","protein kinase inhibitor","brain cancer",1
"human","protein kinase inhibitor","musculoskeletal system disease",1
"human","protein kinase inhibitor","bone cancer",1
"human","protein kinase inhibitor","connective tissue cancer",1
"human","protein kinase inhibitor","glioblastoma multiforme",1
"human","protein kinase inhibitor","astrocytoma",1
"human","protein kinase inhibitor","malignant glioma",1
"human","protein kinase inhibitor","nervous system cancer",1
"human","protein kinase inhibitor","central nervous system disease",1
"human","protein kinase inhibitor","central nervous system cancer",1
"human","protein kinase inhibitor","connective tissue disease",1
"human","protein kinase inhibitor","nervous system disease",1
"human","protein kinase inhibitor","brain disease",1
"human","antagonist","musculoskeletal system cancer",1
"human","antagonist","spinal disease",1
"human","antagonist","bone disease",1
"human","antagonist","brain cancer",1
"human","antagonist","musculoskeletal system disease",1
"human","antagonist","bone cancer",1
"human","antagonist","connective tissue cancer",1
"human","antagonist","glioblastoma multiforme",1
"human","antagonist","astrocytoma",1
"human","antagonist","malignant glioma",1
"human","antagonist","nervous system cancer",1
"human","antagonist","central nervous system disease",1
"human","antagonist","central nervous system cancer",1
"human","antagonist","connective tissue disease",1
"human","antagonist","nervous system disease",1
"human","antagonist","brain disease",1
"human","role","musculoskeletal system cancer",1
"human","role","spinal disease",1
"human","role","bone cancer",1
"human","role","connective tissue cancer",1
"human","role","glioblastoma multiforme",1
"human","role","astrocytoma",1
"human","role","malignant glioma",1
"human","biochemical role","musculoskeletal system cancer",1
"human","biochemical role","spinal disease",1
"human","biochemical role","bone disease",1
"human","biochemical role","brain cancer",1
"human","biochemical role","musculoskeletal system disease",1
"human","biochemical role","bone cancer",1
"human","biochemical role","connective tissue cancer",1
"human","biochemical role","glioblastoma multiforme",1
"human","biochemical role","astrocytoma",1
"human","biochemical role","malignant glioma",1
"human","biochemical role","central nervous system cancer",1
"human","biochemical role","connective tissue disease",1
"human","biochemical role","brain disease",1
"human","pharmacological role","musculoskeletal system cancer",1
"human","pharmacological role","spinal disease",1
"human","pharmacological role","bone disease",1
"human","pharmacological role","brain cancer",1
"human","pharmacological role","musculoskeletal system disease",1
"human","pharmacological role","bone cancer",1
"human","pharmacological role","connective tissue cancer",1
"human","pharmacological role","glioblastoma multiforme",1
"human","pharmacological role","astrocytoma",1
"human","pharmacological role","malignant glioma",1
"human","pharmacological role","nervous system cancer",1
"human","pharmacological role","central nervous system disease",1
"human","pharmacological role","central nervous system cancer",1
"human","pharmacological role","connective tissue disease",1
"human","pharmacological role","nervous system disease",1
"human","pharmacological role","brain disease",1
"human","EC 2.* (transferase) inhibitor","musculoskeletal system cancer",1
"human","EC 2.* (transferase) inhibitor","spinal disease",1
"human","EC 2.* (transferase) inhibitor","bone disease",1
"human","EC 2.* (transferase) inhibitor","brain cancer",1
"human","EC 2.* (transferase) inhibitor","musculoskeletal system disease",1
"human","EC 2.* (transferase) inhibitor","bone cancer",1
"human","EC 2.* (transferase) inhibitor","connective tissue cancer",1
"human","EC 2.* (transferase) inhibitor","glioblastoma multiforme",1
"human","EC 2.* (transferase) inhibitor","astrocytoma",1
"human","EC 2.* (transferase) inhibitor","malignant glioma",1
"human","EC 2.* (transferase) inhibitor","nervous system cancer",1
"human","EC 2.* (transferase) inhibitor","central nervous system disease",1
"human","EC 2.* (transferase) inhibitor","central nervous system cancer",1
"human","EC 2.* (transferase) inhibitor","connective tissue disease",1
